date,country,cases,deaths,recovered,cases_daily,deaths_daily,temperature (degC),urban_temperature (degC),wind_speed (m/s),humidex (degC),soil_temperature_level_1 (degC),wind_speed (m/s).1,wind_direction (deg),surface_solar_radiation (W/m^2),surface_thermal_radiation (W/m^2),surface_direct_solar_radiation (W/m^2),direct_normal_solar_radiation (W/m^2),surface_diffuse_solar_radiation (W/m^2),relative_humidity (0-1),surface_pressure (Pa),total_cloud_cover (0-1),total_precipitation (mm of water equivalent),snowfall (mm of water equivalent)
2020-04-17,Brazil,33682,2141,14026,3257,217,24.414583333333336,26.33458333333333,1.3170833333333334,34.23583333333334,24.19791666666667,1.3170833333333334,166.13041666666666,177.33333333333334,408.1666666666667,91.25124999999998,133.125,86.375,0.8975,97135.74250000001,0.7995833333333334,0.25958333333333333,0.0
2020-04-18,Brazil,36658,2354,14026,2976,213,23.411666666666665,26.02541666666667,1.2395833333333337,33.047916666666666,23.523750000000003,1.2395833333333337,177.32041666666672,125.0,414.0833333333333,34.838750000000005,49.041666666666664,90.41666666666667,0.9370833333333333,97183.04791666668,0.9929166666666664,0.6687500000000001,0.0
2020-04-19,Brazil,38654,2462,22130,1996,108,24.296666666666663,26.86583333333333,1.394583333333333,33.869166666666665,24.40041666666667,1.394583333333333,127.59166666666664,195.33333333333334,410.5833333333333,123.20749999999998,173.875,72.45833333333333,0.8920833333333335,97091.69,0.7383333333333333,0.27624999999999994,0.0
2020-04-20,Brazil,40743,2587,22130,2089,125,23.428750000000004,26.555000000000003,1.3745833333333335,33.06125000000001,23.985000000000003,1.3745833333333335,127.0625,140.5,415.7083333333333,46.342916666666675,76.625,94.375,0.9366666666666665,97041.70958333333,0.8891666666666668,0.4962499999999999,0.0
2020-04-21,Brazil,43079,2741,22991,2336,154,23.285416666666674,26.31458333333333,1.1016666666666668,32.665,23.879166666666663,1.1016666666666668,129.89874999999998,153.5,408.875,72.00208333333335,103.83333333333333,81.79166666666667,0.9295833333333334,97031.54333333333,0.9441666666666667,0.5616666666666666,0.0
2020-04-22,Brazil,45757,2906,25318,2678,165,24.476666666666663,27.173333333333336,1.3604166666666666,33.969583333333325,24.1425,1.3604166666666666,81.83583333333333,213.41666666666666,404.2083333333333,147.50250000000003,230.79166666666666,66.20833333333333,0.8775000000000001,96944.3225,0.7779166666666667,0.15458333333333332,0.0
2020-04-23,Brazil,50036,3331,26573,4279,425,24.807916666666667,27.982499999999998,1.0275000000000003,34.6775,24.769166666666663,1.0275000000000003,93.36000000000001,193.54166666666666,407.7916666666667,121.26541666666668,167.20833333333334,72.45833333333333,0.88375,96879.42541666667,0.9145833333333333,1.2933333333333332,0.0
2020-04-24,Brazil,54043,3704,27655,4007,373,24.159166666666664,27.15291666666666,1.3150000000000002,34.26166666666666,24.316249999999997,1.3150000000000002,88.86,124.5,413.0,47.178333333333335,78.79166666666667,77.54166666666667,0.9229166666666666,96933.75375000002,0.8258333333333335,1.8308333333333329,0.0
2020-04-25,Brazil,59324,4057,29160,5281,353,24.66625,27.4725,1.665,34.255,24.523333333333326,1.665,87.70166666666665,217.125,400.0,168.74875,253.0,48.666666666666664,0.8779166666666668,96999.88624999998,0.6270833333333333,0.03916666666666666,0.0
2020-04-26,Brazil,63100,4286,30152,3776,229,24.97833333333334,28.067916666666665,1.8758333333333328,34.55083333333334,24.534166666666668,1.8758333333333328,112.32083333333331,230.04166666666666,397.2916666666667,182.85375,276.25,47.416666666666664,0.8620833333333332,97069.77041666668,0.49958333333333343,0.017916666666666664,0.0
2020-04-27,Brazil,67446,4603,31142,4346,317,25.323333333333334,28.35666666666667,2.367916666666667,34.20541666666667,24.21791666666667,2.367916666666667,109.52916666666664,233.125,389.375,182.0995833333333,283.75,51.291666666666664,0.8116666666666665,97063.63208333333,0.18041666666666664,0.010416666666666666,0.0
2020-04-28,Brazil,73235,5083,32544,5789,480,25.412499999999994,28.436666666666667,2.6499999999999995,33.989583333333336,24.472916666666666,2.6499999999999995,97.69083333333334,229.91666666666666,396.0416666666667,183.57083333333335,274.25,46.5,0.7866666666666666,97067.02041666668,0.1695833333333333,0.005833333333333334,0.0
2020-04-29,Brazil,79685,5513,34132,6450,430,25.62041666666667,28.544999999999998,2.785416666666666,33.839166666666664,24.57875000000001,2.785416666666666,103.95791666666666,241.91666666666666,390.0416666666667,191.66750000000002,289.1666666666667,50.583333333333336,0.7620833333333331,97091.73666666665,0.19874999999999998,0.0008333333333333334,0.0
2020-04-30,Brazil,87187,6006,35935,7502,493,25.660416666666666,28.60833333333333,2.5504166666666666,33.818333333333335,24.540833333333335,2.5504166666666666,100.61,237.0,390.125,173.82333333333335,261.5833333333333,63.416666666666664,0.759583333333333,97125.45083333335,0.9225,0.0,0.0
2020-05-01,Brazil,92202,6412,38039,5015,406,25.599583333333328,28.551666666666673,2.395,33.11583333333333,24.19583333333333,2.395,116.10374999999999,252.20833333333334,385.4166666666667,202.39166666666674,293.4583333333333,50.083333333333336,0.7312500000000002,97173.78958333335,0.5908333333333334,0.0,0.0
2020-05-02,Brazil,97100,6761,40937,4898,349,26.040000000000006,29.067916666666665,2.2408333333333332,33.78916666666667,24.776666666666667,2.2408333333333332,123.81041666666668,264.4583333333333,381.0416666666667,223.4991666666667,336.1666666666667,41.208333333333336,0.7258333333333332,97076.32708333334,0.10958333333333335,0.0,0.0
2020-05-03,Brazil,101826,7051,42991,4726,290,25.522500000000008,28.737499999999994,2.152083333333333,33.407916666666665,24.461666666666662,2.152083333333333,117.74124999999998,207.0,401.6666666666667,141.28416666666666,203.54166666666666,65.875,0.7504166666666664,96940.4679166667,0.6354166666666666,0.0004166666666666667,0.0
2020-05-04,Brazil,108620,7367,45815,6794,316,25.3625,28.54458333333334,2.00875,34.27458333333333,24.610833333333336,2.00875,89.93750000000001,202.04166666666666,407.1666666666667,146.0304166666667,224.95833333333334,56.291666666666664,0.8050000000000002,96791.21500000001,0.7162499999999999,0.03125,0.0
2020-05-05,Brazil,115455,7938,48221,6835,571,26.1975,29.005416666666672,2.0208333333333335,35.60791666666667,25.126666666666665,2.0208333333333335,78.47541666666667,200.16666666666666,410.7916666666667,127.58250000000004,202.79166666666666,72.91666666666667,0.7966666666666669,96819.08458333333,0.7970833333333333,0.014166666666666666,0.0
2020-05-06,Brazil,126611,8588,51370,11156,650,25.6975,28.810000000000006,1.7737500000000004,35.148333333333326,25.21166666666667,1.7737500000000004,85.9225,194.0,412.0,115.93916666666668,163.95833333333334,78.20833333333333,0.8204166666666666,96927.72208333331,0.9925,0.008333333333333333,0.0
2020-05-07,Brazil,135773,9190,55350,9162,602,24.720833333333335,27.785833333333333,1.8595833333333334,34.125,24.589999999999993,1.8595833333333334,164.89666666666662,151.0,410.25,47.34791666666667,65.79166666666667,103.875,0.8595833333333333,97044.92624999997,0.9849999999999999,0.022083333333333333,0.0
2020-05-08,Brazil,146894,10017,59297,11121,827,25.270416666666666,27.760000000000005,2.0954166666666674,34.135,24.71208333333333,2.0954166666666674,149.14333333333335,206.29166666666666,401.2916666666667,130.36916666666667,200.33333333333334,76.16666666666667,0.8145833333333333,97147.40041666669,0.8983333333333334,0.012083333333333335,0.0
2020-05-09,Brazil,156061,10656,61685,9167,639,25.35375,28.1525,1.980416666666666,34.86,24.90125,1.980416666666666,127.03874999999998,198.125,407.0833333333333,146.49875,222.83333333333334,51.791666666666664,0.8362500000000002,97092.58583333333,0.45874999999999994,0.14625,0.0
2020-05-10,Brazil,162699,11123,64957,6638,467,24.37958333333333,27.594583333333333,2.65875,34.16416666666666,24.81958333333333,2.65875,90.50374999999998,180.58333333333334,414.9166666666667,111.89375000000001,166.41666666666666,69.0,0.8966666666666668,97151.20624999999,0.8174999999999999,0.5029166666666667,0.0
2020-05-11,Brazil,169594,11653,67384,6895,530,25.402083333333337,28.01125,2.895416666666667,34.15500000000001,24.747916666666672,2.895416666666667,96.235,207.29166666666666,402.5416666666667,135.6125,205.16666666666666,71.91666666666667,0.8020833333333334,97106.4620833333,0.8195833333333336,0.0029166666666666664,0.0
2020-05-12,Brazil,178214,12461,72597,8620,808,25.63333333333333,28.24791666666667,2.7912499999999993,33.970833333333324,24.795416666666668,2.7912499999999993,92.4525,216.875,399.5,155.68666666666667,229.83333333333334,61.416666666666664,0.7683333333333336,96975.56958333333,0.5679166666666667,0.0,0.0
2020-05-13,Brazil,190137,13240,78424,11923,779,25.607083333333335,28.254166666666663,1.9741666666666662,34.2275,24.52291666666667,1.9741666666666662,90.73333333333333,205.54166666666666,395.5,155.66625000000002,249.66666666666666,50.166666666666664,0.7850000000000001,96925.92708333331,0.35125,0.007500000000000001,0.0
2020-05-14,Brazil,203165,13999,79479,13028,759,25.64166666666667,28.380416666666665,1.2674999999999998,34.6875,24.557916666666667,1.2674999999999998,126.9175,198.45833333333334,400.7083333333333,146.36249999999998,229.25,52.375,0.8066666666666668,96986.20666666665,0.7729166666666666,0.021666666666666667,0.0
2020-05-15,Brazil,220291,14962,84970,17126,963,25.94083333333333,28.840833333333332,1.1925000000000001,35.29208333333333,25.024583333333336,1.1925000000000001,159.66166666666666,205.20833333333334,404.7916666666667,154.56875,235.33333333333334,51.0,0.8091666666666667,97031.43291666667,0.7025,0.02625,0.0
2020-05-16,Brazil,233511,15662,89672,13220,700,25.148333333333337,28.416249999999994,0.8545833333333333,34.80291666666667,24.78166666666667,0.8545833333333333,161.59791666666663,176.25,409.0833333333333,119.69958333333334,186.54166666666666,56.833333333333336,0.8545833333333333,97046.26083333332,0.8700000000000001,0.10124999999999999,0.0
2020-05-17,Brazil,241080,16118,94122,7569,456,24.45166666666667,28.07041666666667,0.79875,34.46791666666666,25.021666666666665,0.79875,158.94083333333333,185.91666666666666,409.7083333333333,132.60208333333333,204.45833333333334,53.666666666666664,0.9091666666666666,97038.40375000001,0.7541666666666665,0.20625000000000002,0.0
2020-05-18,Brazil,255368,16853,100459,14288,735,23.783749999999998,27.63874999999999,1.1733333333333331,33.651666666666664,24.429583333333326,1.1733333333333331,95.31625000000001,181.04166666666666,413.375,117.01791666666668,170.875,64.29166666666667,0.9320833333333333,97116.6925,0.83625,0.4366666666666667,0.0
2020-05-19,Brazil,271885,17983,106794,16517,1130,23.674166666666665,26.685000000000002,1.9487500000000002,33.50249999999999,23.846249999999998,1.9487500000000002,125.96958333333333,131.33333333333334,409.875,71.07791666666667,110.33333333333333,60.5,0.9358333333333332,97138.96833333332,0.8941666666666667,0.4595833333333334,0.0
2020-05-20,Brazil,291579,18859,116683,19694,876,25.022916666666664,27.315,2.568333333333333,34.7125,24.63166666666667,2.568333333333333,115.90541666666665,211.66666666666666,401.75,156.95333333333335,243.91666666666666,55.041666666666664,0.8662500000000003,97142.21375,0.6145833333333334,0.010833333333333332,0.0
2020-05-21,Brazil,310087,20047,125960,18508,1188,25.274166666666662,27.827916666666667,2.7420833333333334,34.01666666666667,24.48666666666666,2.7420833333333334,100.39083333333338,206.45833333333334,396.3333333333333,147.98749999999998,239.25,58.75,0.8079166666666665,97133.02833333332,0.5445833333333333,0.004583333333333334,0.0
2020-05-22,Brazil,330890,21048,135430,20803,1001,25.47083333333333,28.109583333333333,2.2845833333333334,34.47291666666667,24.355,2.2845833333333334,98.44208333333334,219.20833333333334,395.2916666666667,172.58833333333334,275.2916666666667,46.791666666666664,0.8129166666666666,97099.93833333334,0.31,0.00375,0.0
2020-05-23,Brazil,347398,22013,142587,16508,965,25.577500000000004,28.52208333333334,1.6483333333333332,35.09458333333334,24.52,1.6483333333333332,131.9433333333333,214.625,400.7083333333333,169.26000000000002,265.9583333333333,45.708333333333336,0.8337499999999999,97111.10708333332,0.7258333333333332,0.016666666666666666,0.0
2020-05-24,Brazil,363211,22666,149911,15813,653,24.138333333333332,27.38875,1.9262499999999998,33.48500000000001,23.805000000000003,1.9262499999999998,192.895,162.83333333333334,406.4583333333333,89.85458333333332,141.5,73.20833333333333,0.8862500000000001,97135.17041666668,0.7458333333333335,0.04833333333333334,0.0
2020-05-25,Brazil,374898,23473,153833,11687,807,24.22458333333334,27.177500000000006,1.3054166666666671,33.29624999999999,23.862083333333334,1.3054166666666671,147.61083333333337,171.04166666666666,408.9583333333333,108.89291666666666,169.125,62.291666666666664,0.8666666666666666,97115.04041666666,0.6116666666666667,0.036666666666666674,0.0
2020-05-26,Brazil,391222,24512,158593,16324,1039,23.757499999999997,26.908333333333335,0.9383333333333334,33.185416666666676,23.760833333333338,0.9383333333333334,154.55875000000006,152.125,410.8333333333333,86.00791666666667,140.08333333333334,66.45833333333333,0.9116666666666666,97147.56291666666,0.5420833333333334,0.26249999999999996,0.0
2020-05-27,Brazil,411821,25598,166647,20599,1086,23.944999999999997,27.00791666666666,1.052083333333333,32.49583333333332,23.632500000000004,1.052083333333333,94.85666666666664,187.54166666666666,401.7083333333333,133.63,205.04166666666666,54.208333333333336,0.8587500000000001,97072.90999999999,0.41166666666666657,0.015833333333333335,0.0
2020-05-28,Brazil,438238,26754,177604,26417,1156,24.798333333333336,27.732499999999998,1.8616666666666666,32.63583333333333,23.97375,1.8616666666666666,120.00583333333334,224.58333333333334,394.5833333333333,177.55541666666667,278.5416666666667,47.416666666666664,0.7841666666666667,97040.52041666665,0.6783333333333333,0.0062499999999999995,0.0
2020-05-29,Brazil,465166,27878,189476,26928,1124,24.8775,27.6925,2.3558333333333334,32.38833333333333,23.844583333333336,2.3558333333333334,129.4620833333333,194.375,395.0416666666667,140.56625,230.04166666666666,54.125,0.75625,97043.08791666669,0.3916666666666666,0.015,0.0
2020-05-30,Brazil,498440,28834,200892,33274,956,24.80708333333334,27.53958333333334,2.1729166666666666,33.385416666666664,24.097916666666666,2.1729166666666666,92.71250000000002,190.79166666666666,399.75,137.80749999999998,225.83333333333334,53.25,0.8141666666666665,97060.85916666668,0.8991666666666668,0.026666666666666672,0.0
2020-05-31,Brazil,514849,29314,206555,16409,480,24.239166666666662,27.051666666666666,2.020833333333333,32.14083333333333,23.485416666666662,2.020833333333333,89.34375,190.45833333333334,395.9166666666667,139.4404166666667,226.25,51.25,0.8116666666666669,97117.56916666665,0.5775,0.022500000000000006,0.0
2020-06-01,Brazil,526447,29937,211080,11598,623,24.219583333333336,26.989583333333332,1.6637500000000003,31.283749999999994,23.09875,1.6637500000000003,100.69958333333335,214.95833333333334,382.5833333333333,166.03375,262.5833333333333,49.166666666666664,0.7725000000000001,97085.91375,0.32083333333333336,0.0,0.0
2020-06-02,Brazil,555383,31199,223638,28936,1262,24.66541666666667,27.19458333333334,1.7645833333333332,31.615833333333338,23.38041666666666,1.7645833333333332,104.40750000000003,200.04166666666666,390.0416666666667,144.09333333333333,219.66666666666666,56.25,0.7366666666666667,97045.95666666667,0.7095833333333333,0.0004166666666666667,0.0
2020-06-03,Brazil,584016,32548,238617,28633,1349,25.295,27.423333333333332,2.42125,33.51583333333333,24.07083333333333,2.42125,78.31125,176.20833333333334,396.8333333333333,112.21583333333335,186.375,64.29166666666667,0.7729166666666667,97031.17208333335,0.6329166666666669,0.021666666666666667,0.0
2020-06-04,Brazil,614941,34021,254963,30925,1473,26.080416666666668,28.249583333333334,1.723333333333333,35.18916666666667,24.98375,1.723333333333333,93.61666666666666,207.95833333333334,400.5,160.74333333333334,258.5416666666667,47.5,0.7883333333333334,97080.94333333334,0.19000000000000003,0.007916666666666667,0.0
2020-06-05,Brazil,645771,35026,266940,30830,1005,25.737916666666663,28.447499999999994,1.9704166666666667,34.41375000000001,24.61208333333333,1.9704166666666667,118.7883333333333,192.70833333333334,399.7916666666667,143.19583333333335,235.375,49.791666666666664,0.7820833333333335,97151.05916666669,0.28291666666666665,0.019583333333333335,0.0
2020-06-06,Brazil,672846,35930,277149,27075,904,25.62125,28.180000000000003,2.6404166666666664,33.43791666666666,24.610416666666666,2.6404166666666664,98.55791666666666,198.04166666666666,396.125,146.99083333333334,237.875,51.375,0.7475,97192.46875000001,0.41625,0.005833333333333333,0.0
2020-06-07,Brazil,691758,36455,283952,18912,525,25.515833333333333,27.957916666666673,2.7108333333333334,32.47291666666667,24.429583333333337,2.7108333333333334,89.60125,208.66666666666666,390.0833333333333,157.53791666666666,252.125,51.416666666666664,0.7099999999999999,97226.53708333331,0.16208333333333333,0.0,0.0
2020-06-08,Brazil,707412,37134,378257,15654,679,25.50083333333333,27.829583333333336,2.054166666666667,32.730000000000004,24.299999999999997,2.054166666666667,97.63541666666664,194.45833333333334,390.25,143.62083333333334,236.41666666666666,51.083333333333336,0.7212500000000001,97122.77291666668,0.25375,0.00125,0.0
2020-06-09,Brazil,739503,38406,396737,32091,1272,25.44291666666666,27.749583333333337,2.3187499999999996,32.22958333333334,24.166666666666668,2.3187499999999996,95.31291666666665,206.16666666666666,385.4583333333333,155.15458333333333,254.04166666666666,51.291666666666664,0.7020833333333334,97040.67625,0.2754166666666666,0.0,0.0
2020-06-10,Brazil,772416,39680,413916,32913,1274,25.568333333333328,27.74666666666667,2.434583333333333,32.1175,24.232083333333332,2.434583333333333,93.97749999999998,204.33333333333334,384.75,153.26083333333332,251.45833333333334,51.25,0.6833333333333332,97022.22166666668,0.2670833333333333,0.0,0.0
2020-06-11,Brazil,802828,40919,429965,30412,1239,25.28,27.52958333333333,2.5245833333333327,32.06875,24.090833333333336,2.5245833333333327,85.09750000000001,198.5,387.2916666666667,147.96041666666667,241.41666666666666,50.833333333333336,0.7062499999999998,97061.38166666667,0.1595833333333333,0.0008333333333333334,0.0
2020-06-12,Brazil,828810,41828,445123,25982,909,25.16541666666667,27.55083333333333,2.3575000000000004,31.577499999999997,24.006666666666664,2.3575000000000004,83.08208333333333,219.79166666666666,382.6666666666667,171.7579166666667,270.0,48.375,0.7008333333333332,96951.65541666666,0.4724999999999999,0.0,0.0
2020-06-13,Brazil,850514,42720,459436,21704,892,25.032083333333333,27.495,2.575833333333333,30.897083333333338,23.77208333333333,2.575833333333333,100.63124999999997,215.66666666666666,377.4166666666667,167.47958333333332,271.75,48.458333333333336,0.6758333333333333,97097.945,0.2025,0.0,0.0
2020-06-14,Brazil,867624,43332,469141,17110,612,24.6425,27.05208333333333,2.6933333333333334,29.112916666666663,23.595833333333342,2.6933333333333334,109.77583333333335,226.45833333333334,367.4166666666667,179.07208333333335,284.375,47.708333333333336,0.6091666666666666,97129.53166666666,0.13749999999999998,0.0,0.0
2020-06-15,Brazil,888271,43959,477709,20647,627,24.84333333333333,26.763333333333335,2.42,30.397916666666664,23.659166666666668,2.42,107.48083333333335,166.29166666666666,396.25,96.87041666666666,146.41666666666666,69.75,0.6516666666666666,97170.41083333333,0.5254166666666668,0.0,0.0
2020-06-16,Brazil,923189,45241,490005,34918,1282,24.87708333333333,27.213333333333342,3.2633333333333336,30.21166666666666,24.358749999999997,3.2633333333333336,113.2633333333333,213.16666666666666,389.0833333333333,163.97875,252.16666666666666,49.5,0.6370833333333333,97209.41708333332,0.30416666666666664,0.0004166666666666667,0.0
2020-06-17,Brazil,955377,46510,521046,32188,1269,23.920833333333334,26.316249999999997,3.224166666666667,29.469583333333333,23.272916666666664,3.224166666666667,113.10208333333334,196.25,383.5833333333333,140.85666666666668,223.625,55.625,0.6875,97180.19124999999,0.2579166666666666,0.0,0.0
2020-06-18,Brazil,978142,47748,534580,22765,1238,24.290833333333335,26.522499999999994,2.9475000000000002,29.768333333333334,23.53708333333333,2.9475000000000002,95.76541666666664,218.25,372.125,167.27083333333334,275.0416666666667,51.25,0.6745833333333334,97163.32124999998,0.11458333333333331,0.0,0.0
2020-06-19,Brazil,1032913,48954,551631,54771,1206,23.780833333333334,26.054583333333337,2.6758333333333333,29.03958333333333,22.85625,2.6758333333333333,110.82249999999999,226.33333333333334,360.0416666666667,179.3283333333333,292.5,47.291666666666664,0.6858333333333334,97210.97833333332,0.07583333333333335,0.0,0.0
2020-06-20,Brazil,1067579,49976,576779,34666,1022,24.362083333333334,26.39958333333333,2.6441666666666666,29.711250000000007,23.056250000000002,2.6441666666666666,115.19874999999998,199.0,381.0416666666667,144.87458333333333,228.04166666666666,54.416666666666664,0.66125,97203.68208333332,0.6458333333333334,0.0,0.0
2020-06-21,Brazil,1083341,50591,588118,15762,615,24.491250000000004,26.57875,2.814583333333333,29.58708333333333,23.27458333333333,2.814583333333333,108.17166666666667,227.54166666666666,368.125,181.7529166666667,294.375,46.0,0.6479166666666668,97165.39750000002,0.14708333333333332,0.0,0.0
2020-06-22,Brazil,1106470,51271,601736,23129,680,24.145,26.447083333333335,2.8825000000000003,29.15041666666666,23.268333333333334,2.8825000000000003,108.79166666666667,232.20833333333334,360.9166666666667,187.20875,304.7916666666667,45.25,0.6604166666666668,97136.98833333333,0.05625,0.0,0.0
2020-06-23,Brazil,1145906,52645,627963,39436,1374,24.077499999999997,26.351249999999993,2.31125,28.827500000000004,22.83583333333333,2.31125,102.59666666666668,229.08333333333334,364.75,183.61291666666668,298.3333333333333,45.875,0.6425,96910.24458333333,0.5620833333333333,0.0,0.0
2020-06-24,Brazil,1188631,53830,660469,42725,1185,24.45583333333333,26.79625,1.8762500000000004,30.376250000000002,22.99083333333333,1.8762500000000004,76.63041666666668,191.04166666666666,388.375,133.35,212.375,57.958333333333336,0.6954166666666666,96902.26083333335,0.34,0.0,0.0
2020-06-25,Brazil,1228114,54971,679524,39483,1141,25.16291666666667,27.33833333333334,2.3079166666666664,30.659583333333334,23.770833333333332,2.3079166666666664,78.26958333333333,221.875,381.5833333333333,172.59916666666666,277.625,49.541666666666664,0.6533333333333334,97058.10916666668,0.19833333333333333,0.0,0.0
2020-06-26,Brazil,1274974,55961,702399,46860,990,25.148749999999996,27.41291666666667,2.480416666666667,29.623333333333335,23.915416666666673,2.480416666666667,98.06958333333331,223.5,371.2083333333333,175.09041666666664,278.125,48.666666666666664,0.5866666666666667,96992.68000000001,0.5895833333333332,0.0,0.0
2020-06-27,Brazil,1313667,57070,727715,38693,1109,25.195416666666663,27.390833333333333,2.10125,31.18750000000001,23.99208333333333,2.10125,76.54833333333333,200.20833333333334,386.9583333333333,146.85500000000002,235.625,53.541666666666664,0.6683333333333333,96879.03791666665,0.29291666666666666,0.0,0.0
2020-06-28,Brazil,1344143,57622,746018,30476,552,25.18583333333333,27.47541666666667,2.7754166666666666,30.484166666666667,23.999583333333334,2.7754166666666666,117.19583333333331,212.83333333333334,378.2083333333333,162.11875,259.375,50.958333333333336,0.6366666666666667,96942.05583333333,0.13583333333333333,0.0,0.0
2020-06-29,Brazil,1368195,58314,757811,24052,692,24.74666666666667,26.88166666666667,2.905416666666667,28.812916666666663,23.496250000000003,2.905416666666667,107.32041666666667,219.75,365.4166666666667,168.0016666666667,267.8333333333333,51.958333333333336,0.58125,96961.66833333333,0.24041666666666664,0.0,0.0
2020-06-30,Brazil,1402041,59594,788318,33846,1280,24.623749999999998,26.76625,2.470833333333333,29.467916666666664,23.400833333333335,2.470833333333333,72.70625,231.08333333333334,368.75,185.5966666666667,302.4583333333333,45.666666666666664,0.6275000000000001,96965.45583333333,0.34208333333333324,0.0,0.0
2020-07-01,Brazil,1448753,60632,817642,46712,1038,25.09625,27.218333333333334,2.0983333333333336,30.477500000000006,23.84541666666667,2.0983333333333336,110.90916666666665,220.58333333333334,377.375,172.61625000000004,271.5416666666667,48.125,0.6383333333333334,96948.28083333334,0.5329166666666667,0.0,0.0
2020-07-02,Brazil,1496858,61884,957692,48105,1252,24.667499999999993,27.18625,1.83625,29.937916666666666,23.346666666666664,1.83625,94.99708333333335,231.16666666666666,368.2083333333333,185.83333333333337,300.4583333333333,45.583333333333336,0.6599999999999999,96892.18583333334,0.09041666666666666,0.0,0.0
2020-07-03,Brazil,1539081,63174,984615,42223,1290,24.857916666666668,27.254583333333333,2.1654166666666668,29.322083333333328,23.303749999999994,2.1654166666666668,106.26499999999999,225.25,370.6666666666667,176.7275,283.0,48.791666666666664,0.6008333333333333,96935.4525,0.24875000000000003,0.0,0.0
2020-07-04,Brazil,1577004,64265,990731,37923,1091,25.22458333333334,27.397083333333327,2.6079166666666667,29.768333333333334,23.515,2.6079166666666667,99.19916666666667,235.125,363.6666666666667,191.19291666666666,309.375,44.208333333333336,0.5979166666666667,96882.88291666667,0.0008333333333333334,0.0,0.0
2020-07-05,Brazil,1603055,64867,1029045,26051,602,24.757083333333327,27.07958333333333,2.684166666666666,29.07541666666667,23.210833333333337,2.684166666666666,96.99916666666667,234.33333333333334,361.7916666666667,190.2870833333333,308.0416666666667,44.25,0.5966666666666667,96970.30041666667,0.0008333333333333334,0.0,0.0
2020-07-06,Brazil,1623284,65487,1062542,20229,620,24.51125,26.75541666666666,2.7100000000000004,28.756666666666664,23.294166666666666,2.7100000000000004,113.74375000000002,230.875,364.6666666666667,184.46166666666667,296.8333333333333,46.75,0.5945833333333334,97016.81374999999,0.03916666666666667,0.0,0.0
2020-07-07,Brazil,1668589,66741,1107012,45305,1254,24.602083333333336,26.773333333333326,2.0212499999999998,29.313333333333333,23.24958333333333,2.0212499999999998,93.31416666666668,203.75,376.375,143.73416666666665,227.91666666666666,60.416666666666664,0.6237500000000001,96947.67666666668,0.21333333333333335,0.0,0.0
2020-07-08,Brazil,1713160,67964,1139844,44571,1223,24.27083333333334,26.257083333333338,2.0687499999999996,29.19208333333333,23.124583333333337,2.0687499999999996,96.61083333333335,179.58333333333334,373.75,105.01083333333337,185.91666666666666,74.91666666666667,0.63875,96974.25874999998,0.1875,0.0,0.0
2020-07-09,Brazil,1755779,69184,1171447,42619,1220,24.49083333333333,26.34625,2.8387500000000006,28.378749999999997,22.970833333333335,2.8387500000000006,118.10000000000001,234.45833333333334,360.2916666666667,190.04416666666665,305.5,44.666666666666664,0.58375,97126.56874999999,0.16041666666666668,0.0,0.0
2020-07-10,Brazil,1800827,70398,1217361,45048,1214,24.62333333333333,26.406666666666666,2.8000000000000003,27.998750000000005,23.161249999999995,2.8000000000000003,95.61583333333333,212.91666666666666,366.2083333333333,154.86041666666668,246.75,58.333333333333336,0.5416666666666666,97049.19666666666,0.17833333333333334,0.0,0.0
2020-07-11,Brazil,1839850,71469,1244088,39023,1071,24.653333333333332,26.612499999999997,1.536666666666667,29.88208333333334,23.214999999999993,1.536666666666667,97.95083333333332,179.83333333333334,386.0416666666667,119.5475,186.45833333333334,60.5,0.6475000000000002,97026.81916666667,0.33666666666666667,0.0,0.0
2020-07-12,Brazil,1864681,72100,1264843,24831,631,25.121249999999993,27.073333333333327,1.9487500000000004,30.2525,23.555000000000003,1.9487500000000004,93.46,215.08333333333334,382.8333333333333,165.49291666666664,253.625,49.916666666666664,0.63625,97006.03875,0.32541666666666663,0.0,0.0
2020-07-13,Brazil,1884967,72833,1291251,20286,733,25.43583333333333,27.529166666666665,2.3579166666666667,29.657916666666665,24.22666666666667,2.3579166666666667,101.34708333333334,196.0,384.625,135.9341666666667,209.375,60.25,0.5704166666666665,97099.6679166667,0.4208333333333332,0.0,0.0
2020-07-14,Brazil,1926824,74133,1323425,41857,1300,25.141666666666666,27.16666666666666,2.4174999999999995,28.263749999999998,23.634166666666673,2.4174999999999995,123.21791666666665,207.125,372.375,148.83916666666667,231.375,58.5,0.5175,97133.05791666667,0.3220833333333333,0.0,0.0
2020-07-15,Brazil,1966748,75366,1350098,39924,1233,24.548333333333332,26.616249999999997,2.575,27.099166666666672,22.904999999999998,2.575,99.30791666666669,242.375,354.5,198.76333333333332,317.25,43.916666666666664,0.5,97024.68541666666,0.0037500000000000003,0.0,0.0
2020-07-16,Brazil,2012151,76688,1397531,45403,1322,24.982083333333332,27.00666666666667,2.34,28.75333333333333,23.21166666666667,2.34,95.67500000000001,219.79166666666666,376.9166666666667,168.93708333333333,259.2083333333333,51.25,0.5533333333333333,97081.91374999996,0.2575,0.0,0.0
